typing_speed_wpm,avg_keystroke_interval_ms,backspace_ratio,pause_frequency_per_min,mouse_velocity_px_s,mouse_distance_px,click_frequency_per_min,idle_time_seconds,error_rate,response_time_seconds,retry_count,context_switches_per_min,cognitive_load
60.89,291.97,0.0917,6,285.94,1700.63,23.57,6.81,0.096,6.67,2,4,1
58.93,239.06,0.1035,8,272.97,1337.06,28.28,10.01,0.0938,11.11,1,3,1
40.72,392.53,0.1881,12,203.73,2194.93,34.4,13.58,0.232,10.31,6,5,2
36.81,320.12,0.1377,5,301.04,1456.88,20.29,6.05,0.0587,8.79,3,7,1
40.77,166.48,0.0362,4,198.09,1419.97,16.45,6.52,0.0853,8.71,1,2,1
45.61,268.97,0.0653,6,267.59,2006.51,16.61,7.62,0.1277,10.25,1,5,1
34.39,323.93,0.19,14,230.76,2602.54,39.14,17.18,0.2207,7.05,5,6,2
20.58,308.04,0.106,7,142.07,3184.52,22.24,16.76,0.1476,13.46,2,12,2
54.9,250.72,0.0512,9,213.83,1330.54,23.21,9.24,0.0618,6.66,2,6,1
21.72,286.28,0.1264,8,238.72,2910.94,26.38,4.86,0.2826,14.73,5,11,2
69.19,184.46,0.0193,2,447.89,817.83,19.32,0.0,0.0529,4.7,0,1,0
25.7,431.76,0.2688,7,174.33,1941.81,20.75,15.18,0.2154,14.24,4,8,2
35.1,283.19,0.1151,6,99.11,2553.47,21.16,16.15,0.2852,11.4,4,13,2
70.74,260.79,0.1248,7,363.5,1703.9,16.31,6.09,0.1595,8.51,2,3,1
59.29,218.23,0.0,4,471.72,1382.11,20.68,4.79,0.0294,4.57,1,3,0
79.03,210.38,0.0419,1,414.71,1073.54,18.85,6.12,0.0832,5.25,0,2,0
42.41,262.85,0.1545,4,227.73,1935.25,17.34,12.72,0.0931,8.74,3,6,1
40.01,229.58,0.1025,6,414.71,1776.69,15.74,1.93,0.0646,9.73,3,3,1
59.76,316.27,0.0515,5,241.94,1806.7,25.08,11.59,0.0902,6.73,3,4,1
38.76,342.81,0.2012,8,254.78,3259.94,18.88,7.24,0.2408,14.41,7,8,2
26.6,402.2,0.0538,5,271.39,1783.5,33.94,13.9,0.0996,11.57,3,8,2
51.89,258.1,0.0853,2,256.31,2030.5,15.67,7.11,0.0561,7.27,3,1,1
58.98,200.05,0.0145,1,438.2,1153.59,11.06,3.15,0.0514,4.47,0,0,0
33.9,246.19,0.1342,16,240.22,2440.73,28.28,8.77,0.1264,13.88,3,9,2
37.49,214.42,0.0588,1,409.34,1432.92,16.32,4.39,0.0165,2.93,2,3,0
44.69,175.43,0.0671,6,295.5,1993.29,23.57,3.86,0.0776,5.83,3,5,1
65.0,182.76,0.0629,4,323.73,1485.19,18.05,1.67,0.0391,6.36,0,3,0
48.74,237.4,0.0637,7,301.02,1774.88,16.49,6.03,0.0121,8.21,1,2,1
56.64,318.03,0.1108,4,247.05,2271.7,20.62,12.87,0.1036,5.07,2,5,1
69.07,185.22,0.0,1,448.75,1214.87,20.86,1.35,0.0327,5.14,1,2,0
31.83,354.19,0.2387,11,138.98,2300.89,29.17,9.42,0.1745,15.81,8,7,2
58.08,184.68,0.0404,5,487.85,1381.39,15.28,6.04,0.0311,3.76,1,2,0
58.74,163.8,0.0438,6,446.98,1054.43,11.25,5.69,0.0383,3.57,0,1,0
47.33,253.43,0.1266,4,256.63,1770.85,26.41,6.47,0.1095,8.61,2,1,1
30.37,277.76,0.0873,5,263.26,2143.51,16.84,9.93,0.1368,7.23,1,5,1
54.35,256.97,0.0593,1,302.68,1402.75,15.15,0.15,0.0389,6.04,1,2,0
79.23,238.97,0.0136,3,491.38,1734.92,15.92,1.6,0.0432,4.56,0,2,0
44.77,199.41,0.2097,9,265.05,1907.18,12.79,2.26,0.1937,7.71,2,4,1
39.21,316.78,0.0912,8,160.83,1794.49,35.53,8.67,0.1846,12.47,3,11,2
32.72,425.38,0.0768,13,190.48,2409.07,23.17,11.82,0.1647,9.49,4,11,2
39.2,250.47,0.1343,3,314.35,2139.41,30.04,5.26,0.0809,11.73,1,1,1
33.19,283.87,0.0974,6,357.58,1986.64,17.91,9.07,0.1081,8.7,1,7,1
68.62,189.96,0.0179,4,406.79,1091.21,11.21,10.38,0.0513,2.93,1,1,0
72.82,229.19,0.0,1,358.72,1460.59,12.3,4.26,0.0361,3.16,0,0,0
54.88,248.94,0.165,9,258.11,2384.9,25.4,9.97,0.1177,8.67,2,4,1
60.39,205.53,0.0196,3,385.66,1457.54,13.26,1.15,0.0206,3.13,0,0,0
21.3,430.16,0.1293,13,291.19,1991.35,33.02,10.67,0.145,8.96,4,3,2
38.35,371.23,0.2285,11,147.78,2049.11,32.25,9.38,0.1594,12.12,4,9,2
42.33,247.26,0.1703,4,324.1,1759.63,21.83,8.68,0.0563,8.15,1,8,1
34.19,355.63,0.133,15,329.0,3135.7,31.27,10.69,0.1039,6.47,2,9,2
29.24,328.92,0.2679,14,213.02,2113.56,17.16,7.34,0.1968,8.47,4,6,2
45.12,309.21,0.0886,7,386.42,1684.32,27.57,9.49,0.0751,9.56,2,5,1
75.43,192.04,0.0,2,356.52,1224.93,15.35,1.92,0.0209,4.76,1,1,0
34.34,273.47,0.0852,5,277.78,2098.28,24.3,7.19,0.0857,8.28,2,1,1
14.75,320.0,0.1802,10,108.37,2566.1,36.37,12.79,0.149,13.9,2,13,2
70.62,179.66,0.0281,1,441.39,1284.69,19.94,0.0,0.0105,3.44,0,0,0
33.36,428.62,0.172,11,187.77,2306.95,38.23,8.33,0.2588,12.39,2,11,2
42.88,386.75,0.1817,9,166.49,2804.76,21.25,9.89,0.2195,11.11,3,9,2
23.77,342.72,0.234,10,154.59,1882.88,36.85,15.32,0.0604,21.87,6,5,2
25.41,297.49,0.1894,11,257.98,2110.56,30.32,9.73,0.2108,8.04,6,10,2
44.37,249.41,0.0686,8,374.99,1954.03,27.47,8.03,0.0823,9.28,6,2,1
35.36,227.62,0.1113,6,355.44,1593.68,20.18,10.64,0.1432,4.87,1,2,1
33.63,396.01,0.2053,9,218.77,1664.31,32.23,19.14,0.2048,16.67,3,14,2
63.79,203.78,0.0949,3,461.2,1517.61,19.79,4.74,0.0341,6.45,2,3,0
40.55,273.8,0.0721,4,329.29,1290.01,26.45,10.38,0.1303,8.78,0,4,1
47.93,315.93,0.0269,7,210.03,2463.44,25.94,9.91,0.0987,7.79,1,7,1
31.5,508.73,0.1513,10,144.92,2641.79,31.14,11.36,0.3409,16.81,3,6,2
41.89,183.75,0.0172,1,364.96,1568.13,11.57,3.59,0.0714,3.62,2,1,0
43.55,247.86,0.0926,5,286.22,1671.27,19.62,5.69,0.0338,8.23,2,2,1
35.78,311.31,0.2193,9,240.16,2263.53,31.75,14.25,0.243,13.35,2,12,2
30.49,395.82,0.1935,8,208.5,1907.81,26.53,18.08,0.1541,15.13,6,5,2
39.0,273.12,0.1075,7,309.37,1697.34,20.95,3.17,0.0572,8.42,1,7,1
64.93,288.07,0.0404,5,421.47,1664.75,20.93,6.17,0.1229,6.3,0,4,1
67.82,188.25,0.0158,1,391.37,1338.26,14.28,1.49,0.0644,4.56,0,2,0
39.29,317.94,0.1512,10,270.82,2592.87,31.84,15.98,0.1708,13.08,5,5,2
65.31,228.26,0.043,2,348.1,1727.3,17.67,3.8,0.0428,4.92,0,1,0
74.94,214.85,0.033,1,409.63,1295.68,10.54,2.76,0.0387,4.4,0,1,0
54.59,265.85,0.0263,3,243.11,1570.68,27.62,10.14,0.0847,8.1,0,3,1
62.48,120.73,0.0646,1,305.51,1032.17,14.12,3.51,0.0549,3.58,0,2,0
24.81,322.99,0.169,15,129.1,2464.31,28.79,9.1,0.2217,15.16,4,11,2
55.71,161.62,0.0713,1,376.88,1448.2,5.65,2.14,0.0432,4.08,0,3,0
65.32,189.95,0.084,6,400.39,2414.48,18.14,11.95,0.1527,9.56,0,4,1
42.2,281.78,0.0954,7,341.73,1568.8,14.08,9.49,0.0738,9.8,2,5,1
77.56,145.81,0.0304,2,451.03,1476.62,15.15,6.07,0.026,5.26,0,0,0
19.45,475.97,0.1641,9,199.92,2937.87,25.38,11.16,0.1963,13.7,3,8,2
72.2,204.12,0.0485,4,526.03,1289.0,13.57,3.75,0.0294,3.7,0,5,0
55.09,211.74,0.0,10,330.26,2203.48,22.86,5.52,0.1332,9.54,4,3,1
45.42,232.63,0.1067,7,341.87,2125.4,16.05,7.89,0.0717,8.88,2,2,1
42.11,276.5,0.1215,5,344.56,1829.76,23.01,6.22,0.0798,6.84,3,7,1
56.7,165.49,0.0279,3,326.2,1551.96,20.36,2.91,0.037,6.54,2,0,0
69.63,184.88,0.0297,0,388.76,1297.82,10.81,6.02,0.048,3.23,0,3,0
21.19,292.97,0.1857,8,119.6,2795.29,20.76,8.14,0.2779,14.77,5,9,2
50.78,299.48,0.0879,3,327.42,1732.64,29.73,8.06,0.1318,2.55,2,8,1
57.93,279.13,0.1086,4,363.74,1507.39,20.57,3.37,0.1718,10.31,5,3,1
32.71,373.22,0.2306,10,199.69,2718.72,23.7,16.64,0.1308,9.61,6,5,2
65.21,245.9,0.0973,4,290.92,1594.44,29.13,7.51,0.0496,8.26,1,5,1
79.51,144.97,0.0926,3,323.3,1264.93,11.98,2.75,0.0578,5.36,0,2,0
43.09,265.23,0.1187,9,334.51,1632.5,23.39,5.03,0.1138,8.24,1,2,1
85.53,236.49,0.0729,1,395.87,1150.79,24.29,3.5,0.0149,4.21,0,3,0
47.13,196.13,0.0947,7,255.04,1768.1,16.76,9.58,0.109,6.03,0,1,1
39.31,394.0,0.1084,10,189.69,2581.98,27.88,11.23,0.1619,12.32,3,9,2
48.46,158.38,0.1081,4,243.34,1797.37,24.09,11.07,0.0548,7.98,3,2,1
66.65,279.51,0.1218,4,344.44,1882.69,12.67,3.39,0.1153,7.53,2,5,1
32.41,388.12,0.0623,17,107.73,2110.06,24.31,20.17,0.2013,14.71,4,7,2
50.48,208.73,0.0843,1,365.33,949.45,19.85,4.15,0.036,4.79,0,3,0
61.65,197.13,0.0654,3,440.37,1272.18,23.77,3.41,0.0,3.43,2,3,0
46.84,279.14,0.0932,3,278.44,2066.25,18.51,4.18,0.1176,8.4,0,6,1
66.86,221.14,0.024,4,451.31,936.55,15.6,1.9,0.0295,5.11,0,0,0
60.92,245.64,0.0316,2,333.05,1433.12,18.18,3.27,0.0562,5.48,0,1,0
41.96,441.86,0.062,10,206.05,2534.64,21.18,13.49,0.2177,14.77,3,4,2
54.96,145.81,0.0167,4,445.07,1244.23,12.8,1.59,0.0409,5.45,0,1,0
72.23,151.57,0.0498,5,566.91,976.38,15.43,4.61,0.0739,3.85,0,4,0
71.14,217.93,0.0833,2,559.36,1810.56,12.99,4.78,0.0553,5.41,0,0,0
56.91,250.28,0.1064,6,246.81,1453.25,19.95,9.38,0.0619,4.78,4,3,1
39.23,268.46,0.1112,3,329.33,1706.36,18.56,8.39,0.1589,8.81,2,5,1
82.81,202.38,0.0336,0,432.91,1624.31,20.09,3.95,0.0324,5.05,0,1,0
42.04,263.11,0.0892,6,290.02,1892.33,23.86,12.39,0.1151,7.54,1,3,1
36.6,320.65,0.1974,11,131.54,3226.6,36.37,18.02,0.229,15.04,7,4,2
33.41,358.05,0.1272,5,164.36,2602.11,27.38,12.76,0.1226,19.61,3,7,2
21.94,397.03,0.1456,9,141.67,3062.61,28.87,11.44,0.1754,17.23,3,5,2
43.68,231.25,0.117,11,318.29,1998.57,18.94,6.68,0.0373,8.41,0,2,1
51.55,241.86,0.0,1,463.67,1101.48,19.86,2.2,0.0256,4.54,3,1,0
30.56,442.14,0.1108,7,229.1,1942.25,38.89,10.85,0.1767,14.61,7,9,2
67.46,109.63,0.0865,4,301.76,1477.76,20.29,3.17,0.0206,4.55,1,2,0
51.48,236.25,0.028,4,300.94,1728.95,22.33,9.55,0.0741,5.51,4,5,1
21.04,327.05,0.1818,9,194.41,3280.86,27.66,15.84,0.2202,15.41,0,12,2
54.22,172.77,0.0871,3,347.58,1070.09,14.7,6.07,0.0534,2.97,0,1,0
53.81,273.07,0.1452,3,301.91,1788.29,24.56,9.17,0.1013,8.56,1,3,1
52.54,263.69,0.1492,7,370.37,1993.97,16.22,8.0,0.077,6.72,0,2,1
33.38,388.02,0.1282,4,180.31,2556.92,33.69,17.54,0.2643,10.61,3,6,2
49.75,259.98,0.0123,3,472.84,1176.18,18.3,4.52,0.0556,4.74,0,2,0
42.98,390.39,0.2643,14,198.24,3034.65,21.38,16.52,0.2854,3.92,5,6,2
52.09,219.36,0.077,5,503.32,1091.83,12.74,2.57,0.0297,3.24,0,1,0
48.84,213.38,0.0571,7,232.7,1426.47,12.71,5.43,0.0449,5.48,0,2,0
64.29,226.06,0.0308,2,397.99,1139.14,13.87,1.01,0.0262,5.87,0,3,0
35.41,401.74,0.203,13,204.79,2238.74,35.5,15.77,0.1465,12.52,4,14,2
28.67,447.17,0.2392,12,108.78,3102.48,39.91,4.42,0.1538,8.47,4,8,2
50.96,198.99,0.0324,1,369.1,791.33,15.03,3.5,0.0378,4.34,0,3,0
33.52,384.81,0.1561,8,208.55,3298.17,28.03,17.83,0.2446,11.76,6,10,2
54.51,202.89,0.0432,2,342.67,1622.22,21.52,5.05,0.0692,4.22,0,2,0
57.0,193.37,0.0434,1,411.56,1019.7,21.74,2.82,0.0438,4.09,0,2,0
43.06,387.28,0.1494,8,134.98,2148.84,25.26,11.59,0.18,14.08,4,10,2
39.23,304.15,0.1633,6,130.71,2475.76,43.54,13.42,0.2368,14.84,5,10,2
74.99,213.62,0.0899,1,427.65,1613.12,16.48,0.24,0.0519,3.23,1,0,0
67.71,211.81,0.0705,1,397.7,1554.84,8.92,7.11,0.035,3.67,1,1,0
53.09,268.27,0.1413,3,244.03,1882.53,26.55,2.3,0.1297,7.79,3,3,1
57.03,204.33,0.1182,8,293.24,1488.12,19.23,2.05,0.0132,10.9,3,5,1
76.78,185.99,0.0602,1,477.94,1409.46,14.76,2.33,0.0222,5.75,1,1,0
69.88,202.78,0.0387,2,487.76,1580.71,10.97,4.12,0.0431,5.66,1,3,0
69.93,189.42,0.0533,0,456.21,1458.26,18.26,4.68,0.0484,4.44,1,2,0
69.47,223.01,0.0584,2,400.48,1860.98,16.37,4.66,0.0153,4.77,0,1,0
13.45,380.16,0.227,2,86.72,2907.33,30.44,14.36,0.1337,12.12,4,6,2
49.93,220.04,0.0399,2,505.6,1226.43,17.01,3.69,0.031,5.0,3,4,0
21.68,332.66,0.179,7,94.59,2808.4,16.51,13.27,0.2499,12.39,6,8,2
41.09,301.43,0.0911,5,301.52,1636.11,21.44,3.28,0.1262,6.92,3,4,1
70.45,143.21,0.0337,3,461.8,1461.82,7.85,4.34,0.0353,4.52,3,1,0
53.99,235.79,0.1194,3,230.45,1574.15,35.51,7.02,0.0838,9.17,3,1,1
26.54,391.69,0.2328,16,143.23,1944.33,32.81,13.45,0.1584,15.58,2,8,2
34.07,244.19,0.0711,7,261.32,1784.36,24.79,6.02,0.1194,8.56,2,2,1
43.75,288.72,0.2377,14,116.74,2478.98,13.26,13.8,0.1725,11.64,4,8,2
65.28,205.77,0.0,5,338.83,1249.47,15.56,3.24,0.0304,3.26,1,0,0
44.87,160.88,0.0215,4,396.62,1320.68,8.08,2.1,0.0493,4.13,1,1,0
56.69,212.29,0.0304,2,468.09,1501.94,5.02,1.58,0.0247,2.11,1,1,0
76.56,129.66,0.0679,1,351.41,1232.37,13.73,8.1,0.0553,4.87,1,1,0
51.78,325.66,0.046,8,203.66,2057.18,27.81,21.04,0.1958,10.85,6,8,2
58.23,182.11,0.0419,2,293.76,1379.59,17.87,0.0,0.019,2.44,1,1,0
27.98,320.27,0.2106,12,155.87,2443.15,21.28,19.93,0.3462,19.22,6,8,2
69.14,176.22,0.0163,3,409.78,1474.02,8.67,3.25,0.0189,7.5,1,2,0
26.91,261.36,0.1143,9,205.69,2403.9,21.41,11.49,0.1325,14.51,7,10,2
36.88,408.87,0.1669,14,192.12,2794.63,33.49,11.49,0.2145,15.4,2,12,2
37.95,339.91,0.2264,11,202.16,2228.26,46.55,16.31,0.098,20.62,3,5,2
50.16,311.78,0.0907,4,333.25,1799.16,24.83,9.34,0.0006,6.82,3,4,1
35.78,294.21,0.1239,6,291.42,2212.22,23.87,4.72,0.1494,9.09,2,7,1
54.72,259.79,0.0622,6,367.03,1497.46,19.23,9.0,0.1017,10.76,0,3,1
42.76,260.51,0.0536,1,366.67,1799.32,14.31,2.52,0.0434,4.49,0,2,0
25.2,332.56,0.1252,10,217.38,2401.35,25.73,3.41,0.1855,17.08,6,12,2
18.26,452.05,0.1315,9,128.13,2803.9,37.12,9.92,0.2122,15.47,4,9,2
43.14,240.45,0.0758,4,259.29,1489.16,23.66,4.98,0.1044,3.77,1,4,1
29.69,383.26,0.2676,10,331.19,2891.64,24.3,12.35,0.1878,10.15,0,7,2
75.68,154.27,0.0918,4,520.13,1218.78,12.57,1.02,0.063,5.97,2,2,0
70.86,207.18,0.0636,6,469.21,1237.44,20.97,1.23,0.0261,3.91,2,0,0
53.31,252.64,0.0716,3,304.95,1670.72,24.8,2.43,0.086,7.5,3,3,1
22.36,398.68,0.2329,13,228.24,1855.52,32.84,16.15,0.1897,9.19,5,9,2
59.31,221.73,0.0615,3,416.08,1372.64,15.04,4.76,0.0513,4.14,0,1,0
60.23,263.41,0.1222,11,277.42,2174.07,28.15,6.36,0.0809,9.45,1,7,1
70.82,147.72,0.066,1,480.34,1216.98,15.51,6.57,0.0672,2.92,0,1,0
70.86,146.39,0.0434,3,427.59,1431.82,18.15,3.65,0.0441,7.92,1,2,0
47.15,283.11,0.0825,2,255.76,1877.87,23.1,10.03,0.0151,8.88,1,2,1
68.04,148.6,0.0861,3,335.8,1018.38,24.25,7.33,0.0599,5.5,0,1,0
33.98,309.36,0.1761,7,165.79,2237.92,37.82,20.43,0.176,8.66,2,7,2
47.93,179.75,0.0493,4,426.75,1537.29,14.75,2.29,0.0354,2.34,1,1,0
54.91,226.55,0.0646,2,247.66,1509.13,3.64,5.99,0.0379,3.05,0,2,0
19.23,421.92,0.1704,11,268.38,2260.0,26.31,13.55,0.1403,9.75,3,6,2
38.66,397.71,0.208,9,244.62,2749.46,29.82,16.22,0.1924,6.81,3,5,2
53.61,139.47,0.1636,3,343.64,2237.42,17.73,9.06,0.0653,6.23,1,3,1
34.26,321.18,0.2368,6,160.75,1996.97,37.06,19.09,0.075,17.7,6,11,2
42.56,395.2,0.1479,7,150.73,1395.34,36.44,7.49,0.2751,12.46,4,4,2
52.88,248.6,0.1275,4,260.77,1451.53,20.06,9.65,0.0255,8.77,2,3,1
67.02,197.77,0.0322,2,449.08,1499.6,18.87,3.49,0.031,3.33,1,3,0
52.84,327.43,0.1199,3,424.14,1725.92,21.05,3.62,0.0755,9.05,4,5,1
50.57,256.82,0.116,7,250.04,1457.22,25.26,12.31,0.0838,9.56,2,4,1
28.44,338.83,0.1576,10,216.31,3356.93,28.03,4.26,0.2748,16.12,5,9,2
10.66,424.49,0.1959,7,164.15,2473.92,30.24,11.44,0.1853,10.24,4,5,2
34.7,342.94,0.1712,12,242.46,3143.44,36.21,8.4,0.1949,17.24,5,13,2
48.24,305.76,0.0782,5,271.15,1798.75,17.19,11.61,0.0606,9.17,2,1,1
25.87,377.11,0.1688,13,72.34,1436.11,19.0,15.24,0.1727,10.06,4,10,2
60.57,171.29,0.0515,0,374.37,1352.89,14.56,3.52,0.0752,3.96,2,1,0
45.49,204.74,0.0729,2,255.66,1979.03,27.08,6.53,0.0057,9.59,1,4,1
40.88,296.15,0.1857,15,249.26,2602.66,25.78,12.18,0.163,9.79,5,4,2
59.22,82.75,0.0336,1,311.68,1150.85,17.03,4.24,0.0512,3.9,0,4,0
47.6,300.71,0.0431,3,290.18,1523.73,21.99,7.99,0.0689,7.76,3,3,1
69.91,168.42,0.0354,2,343.68,989.1,10.08,5.32,0.0279,2.15,2,4,0
55.99,299.29,0.1004,2,212.32,1473.51,20.64,7.11,0.0604,8.64,4,3,1
54.5,256.56,0.1127,11,197.53,1812.63,17.32,7.49,0.1591,9.5,2,1,1
31.86,323.35,0.1503,8,154.24,2126.08,28.37,11.03,0.2008,15.55,4,5,2
70.51,216.32,0.0337,3,420.05,1231.34,14.65,2.8,0.0323,3.15,0,2,0
25.02,336.73,0.1352,8,144.88,1966.88,25.26,14.75,0.2456,14.71,5,5,2
28.07,345.73,0.1184,10,215.12,2632.04,26.99,16.46,0.1989,19.78,4,3,2
73.38,251.54,0.0496,3,311.23,1452.74,14.05,5.05,0.0655,4.59,0,2,0
43.78,445.16,0.2595,18,230.69,2819.5,23.43,13.34,0.2124,15.07,4,5,2
22.99,320.43,0.2093,17,139.75,2824.45,23.99,13.99,0.3092,13.0,6,9,2
23.97,384.82,0.1659,15,217.39,2471.11,26.8,16.54,0.1969,7.33,2,7,2
23.12,320.39,0.1548,12,178.17,2229.72,41.15,10.86,0.2121,15.42,2,15,2
21.58,386.07,0.2594,10,253.56,3571.06,26.3,13.02,0.2461,10.61,0,8,2
64.1,173.93,0.0459,1,381.61,1241.31,14.0,3.73,0.0266,4.09,0,2,0
79.38,201.7,0.0759,3,468.68,1438.25,15.49,4.17,0.0603,5.58,1,2,0
88.31,259.82,0.1535,4,414.81,1919.15,21.22,6.61,0.1463,5.73,1,7,1
38.92,252.6,0.1936,5,229.87,1906.76,13.14,9.0,0.0598,9.36,2,3,1
75.79,172.21,0.0429,2,319.08,1289.02,16.87,4.8,0.0268,4.01,4,2,0
86.71,187.16,0.0756,3,488.3,1283.63,14.56,2.97,0.0454,4.23,0,1,0
16.57,366.38,0.21,10,113.4,2576.94,30.28,12.27,0.2121,11.01,8,13,2
42.93,256.41,0.1385,6,363.27,1458.03,17.29,10.12,0.0192,5.08,3,5,1
73.26,212.24,0.0593,3,360.31,1806.7,2.53,2.68,0.0667,2.76,1,1,0
29.04,262.83,0.1788,12,164.02,2658.63,25.9,25.53,0.1147,17.92,0,11,2
34.85,395.78,0.1818,5,167.82,2292.92,33.83,4.6,0.1996,13.97,3,10,2
40.51,434.46,0.1259,12,232.29,1749.16,29.71,10.82,0.2126,12.31,3,4,2
20.79,378.06,0.0927,12,144.9,2928.64,19.61,13.89,0.2465,13.14,7,8,2
31.38,489.83,0.2006,11,219.11,1945.9,26.95,15.77,0.1044,11.8,3,9,2
37.88,259.4,0.1103,7,281.55,1302.38,20.01,9.82,0.1009,6.65,3,4,1
45.17,191.62,0.0698,4,230.92,1357.34,18.43,4.53,0.0674,9.78,2,5,1
54.62,186.42,0.0568,3,545.42,463.11,19.46,4.76,0.0338,5.7,0,1,0
46.97,174.39,0.023,2,446.98,1035.82,13.3,1.77,0.0026,5.19,0,0,0
37.95,384.02,0.1383,11,237.34,3007.57,29.29,14.28,0.0482,14.08,3,11,2
47.72,250.96,0.0555,2,430.57,1297.27,16.62,4.78,0.0185,5.0,2,0,0
58.7,196.87,0.134,3,275.2,2208.31,26.63,8.72,0.1214,9.03,4,2,1
76.07,204.63,0.0378,2,400.68,1574.36,13.4,5.25,0.0067,3.81,0,1,0
65.83,221.4,0.0118,2,444.84,1246.15,19.25,3.31,0.031,3.7,0,0,0
43.98,302.0,0.1003,6,248.93,2051.35,24.23,6.16,0.1003,9.19,1,5,1
32.9,326.39,0.0701,9,169.83,2225.11,38.46,14.93,0.1959,15.69,2,8,2
34.11,421.5,0.1821,9,221.14,2468.12,36.77,14.33,0.2448,5.04,6,2,2
67.42,230.56,0.0392,4,360.77,1283.72,15.29,5.69,0.0597,4.35,1,2,0
64.58,192.84,0.029,3,408.95,1074.66,10.49,3.4,0.0328,5.33,0,3,0
53.41,305.35,0.148,6,320.58,1840.12,25.1,7.5,0.1034,5.06,0,0,1
64.72,147.48,0.0759,3,429.72,1423.87,21.07,3.64,0.0752,3.08,0,3,0
71.51,249.89,0.0237,3,438.67,1066.78,7.44,5.64,0.023,4.45,1,0,0
16.51,269.72,0.1019,11,146.02,2730.09,24.57,6.34,0.2424,16.12,1,7,2
46.41,175.31,0.0366,2,482.3,680.34,13.3,3.75,0.0204,5.29,1,1,0
54.97,246.89,0.0908,3,173.03,2637.22,19.55,4.31,0.0657,5.78,1,5,1
69.14,161.8,0.0539,3,469.54,1357.66,21.62,4.41,0.0203,5.25,0,2,0
78.8,274.54,0.0278,2,509.91,794.8,18.66,4.53,0.0407,4.1,0,0,0
49.05,301.75,0.1227,4,284.65,1237.21,25.32,10.4,0.0955,3.9,1,6,1
24.84,390.49,0.0845,8,195.89,2363.46,23.23,16.82,0.0512,15.2,4,12,2
66.72,179.4,0.0347,1,481.49,1530.97,13.1,2.88,0.0439,5.48,0,1,0
20.77,362.87,0.1813,15,154.46,3075.14,35.37,13.57,0.063,13.09,2,6,2
51.72,345.4,0.1118,6,227.79,2289.06,25.65,3.0,0.0893,8.64,1,2,1
72.04,259.99,0.1716,10,378.72,2100.33,18.98,4.61,0.1249,6.38,6,4,1
48.23,277.49,0.0612,6,189.83,2787.03,37.73,14.05,0.2415,10.8,4,8,2
48.16,274.11,0.0915,2,353.12,1407.08,21.22,4.79,0.1126,7.38,0,4,1
29.49,484.91,0.231,14,309.02,2901.11,30.57,14.3,0.2082,9.01,4,10,2
58.82,257.69,0.0,1,438.19,1178.83,17.01,6.91,0.0138,4.47,0,1,0
32.31,366.72,0.1075,15,104.03,2469.3,27.15,11.91,0.2081,14.97,1,12,2
37.48,392.77,0.1351,11,148.84,1932.65,27.75,10.88,0.112,18.64,6,10,2
78.66,203.3,0.0465,1,428.08,1464.91,17.57,4.3,0.0552,4.97,0,1,0
41.08,229.58,0.1767,4,333.34,1610.74,16.8,4.06,0.1261,11.36,1,5,1
59.11,238.0,0.1287,3,292.71,1585.63,29.93,6.89,0.1079,6.65,1,4,1
52.18,198.38,0.0828,6,403.53,1536.68,27.37,8.59,0.0755,8.16,3,6,1
36.46,342.71,0.119,10,176.43,2496.44,26.11,11.9,0.1851,14.29,5,7,2
53.73,312.24,0.141,5,312.9,2667.36,24.26,8.6,0.0598,11.7,3,4,1
57.47,191.82,0.0947,3,252.52,1502.21,14.43,4.66,0.039,4.64,0,0,0
30.56,429.86,0.2823,9,144.54,2263.23,9.61,16.54,0.194,15.84,2,4,2
74.44,164.26,0.0564,2,551.66,876.63,18.66,3.86,0.0918,6.15,2,3,0
36.4,232.94,0.0446,3,345.12,1459.37,29.17,5.1,0.1015,5.47,3,2,1
82.66,160.91,0.0356,3,497.05,1149.21,14.47,6.18,0.0433,2.49,0,2,0
37.15,320.11,0.2045,6,127.57,2361.97,37.71,13.9,0.1644,13.42,1,11,2
69.84,156.66,0.0318,1,356.03,1139.84,21.82,4.18,0.0375,6.58,0,0,0
18.69,310.35,0.1386,11,205.11,2797.85,25.6,13.64,0.1535,10.22,4,6,2
48.39,295.21,0.0955,4,250.79,1723.1,20.19,1.14,0.0983,4.56,0,4,1
42.42,444.97,0.2342,9,217.45,3093.1,32.6,12.77,0.2283,16.14,8,9,2
30.78,382.4,0.1696,10,145.0,1377.55,27.69,12.64,0.2169,16.96,5,8,2
26.66,393.9,0.1799,10,226.86,2658.4,31.05,11.41,0.0782,17.39,7,8,2
20.3,468.73,0.2505,9,322.61,3278.2,31.62,19.1,0.2386,17.86,3,7,2
47.07,210.39,0.0982,4,418.89,2141.0,20.24,5.8,0.1108,6.4,2,3,1
18.04,463.98,0.2254,10,212.34,2307.2,29.16,13.45,0.1937,8.96,4,7,2
58.46,230.14,0.0575,4,384.27,1596.62,23.39,5.74,0.02,6.22,1,2,0
31.76,360.58,0.1386,7,206.73,2770.78,34.9,12.35,0.235,18.09,4,9,2
64.92,237.53,0.0415,3,329.63,1365.63,7.11,7.17,0.032,3.95,0,3,0
34.89,312.13,0.202,5,270.54,1988.95,25.53,10.75,0.1673,7.65,1,9,2
